Đường,Phường,Quận/Huyện,Thành phố,Hashtag,Gói tin,Loại phòng,Diện tích (m²),Giá phòng (triệu/tháng)
Địa chỉ: 265/39 Đường Phạm Ngũ Lão,Phường Phạm Ngũ Lão,Quận 1,Thành phố Hồ Chí Minh,302229,Tin thường,Phòng trọ Quận 1, 20m,4
,Phường Phạm Ngũ Lão,Quận 1,Thành phố Hồ Chí Minh,585113,Tin thường,Phòng trọ Quận 1, 18m,4.2
Địa chỉ: 120/43/10 Đường Trần Hưng Đạo,Phường Phạm Ngũ Lão,Quận 1,Thành phố Hồ Chí Minh,313921,Tin thường,Tìm người ở ghép Quận 1, 35m,1.3
Địa chỉ: 90 Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,Thành phố Hồ Chí Minh,666511,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Thanh Xuân, 30m,7
Địa chỉ: Đường Hương lộ 2,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,650295,Tin thường,Phòng trọ Quận Bình Tân, 28m,3.5
,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,662980,Tin thường,Phòng trọ Quận Bình Tân, 28m,3.6
Địa chỉ: Đường Nguyễn Công Hoan,,,Không rõ,666451,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 30m,13
Địa chỉ: 115/10 Đường Nguyễn Công Hoan,Phường 7,Quận Phú Nhuận,Thành phố Hồ Chí Minh,666452,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 35m,13
Địa chỉ: 41f Đường Đặng Thuỳ Trâm,Phường 13,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666454,Tin thường,Phòng trọ Quận Bình Thạnh, 35m,1.5
,Phường An Hải Đông,Quận Sơn Trà,Thành phố Hồ Chí Minh,666460,Tin thường,Phòng trọ Quận Sơn Trà, 25m,2.5
,Phường 7,Quận Phú Nhuận,Thành phố Hồ Chí Minh,666461,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 35m,13
Địa chỉ: Đường Nguyễn Công Hoan,Phường 7,Quận Phú Nhuận,Thành phố Hồ Chí Minh,666463,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 35m,13
Địa chỉ: Đường Võ Văn Hát,Phường Long Trường,Quận 9,Thành phố Hồ Chí Minh,648566,Tin thường,Phòng trọ Quận 9, 30m,4.5
,Phường 14,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666482,Tin miễn phí,Cho thuê căn hộ mini Quận Bình Thạnh, 35m,7.9
Địa chỉ: 157 Đường Trần Bá Giao,Phường 5,Quận Gò Vấp,Thành phố Hồ Chí Minh,666487,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.7
,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,650785,Tin thường,Phòng trọ Quận Gò Vấp, 25m,3.5
Địa chỉ: 115 Đường Nguyễn Công Hoan,Phường 8,Quận Phú Nhuận,Thành phố Hồ Chí Minh,664612,Tin miễn phí,Cho thuê căn hộ mini Quận Phú Nhuận, 35m,13
Địa chỉ: Đường Huỳnh Tấn Phát,Phường Tân Thuận Tây,Quận 7,Thành phố Hồ Chí Minh,666483,Tin thường,Phòng trọ Quận 7, 35m,1.9
Địa chỉ: 49 Đường Mai Lão Bạng,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,646485,Tin thường,Phòng trọ Quận Tân Bình, 25m,3.6
Địa chỉ: 96/9 Đường Tân Mỹ,Phường Tân Thuận Tây,Quận 7,Thành phố Hồ Chí Minh,666488,Tin thường,Cho thuê mặt bằng Quận 7, 35m,7
Địa chỉ: 215 Đường Nguyễn Văn Hưởng,Phường Thảo Điền,Quận 2,Thành phố Hồ Chí Minh,589594,Tin thường,Phòng trọ Quận 2, 40m,1.9
Địa chỉ: 90 Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,Thành phố Hồ Chí Minh,666512,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Thanh Xuân, 30m,6.6
,Phường 14,Quận 10,Thành phố Hồ Chí Minh,628222,Tin thường,Phòng trọ Quận 10, 27m,4.5
,Phường 5,Quận 8,Thành phố Hồ Chí Minh,659911,Tin thường,Phòng trọ Quận 8, 30m,5.5
Địa chỉ: Đường Lũy Bán Bích,Phường Tân Thới Hòa,Quận Tân Phú,Thành phố Hồ Chí Minh,654079,Tin thường,Phòng trọ Quận Tân Phú, 25m,3.9
Địa chỉ: 90 Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,Thành phố Hồ Chí Minh,666514,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Thanh Xuân, 35m,7.3
Địa chỉ: 90 Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,Thành phố Hồ Chí Minh,666515,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Thanh Xuân, 30m,7
,,,Không rõ,666513,Tin miễn phí,Cho thuê nhà Thành Phố Buôn Ma Thuột, 120m,6
Địa chỉ: 85 Đường số 6,Phường 10,Quận Gò Vấp,Thành phố Hồ Chí Minh,666518,Tin thường,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 50m,9.5
Địa chỉ: 416 Đường Dương Quảng Hàm,Phường 6,Quận Gò Vấp,Thành phố Hồ Chí Minh,666516,Tin thường,Phòng trọ Quận Gò Vấp, 30m,3.7
Địa chỉ: 364 Đường Dương Quảng Hàm,Phường 5,Quận Gò Vấp,Thành phố Hồ Chí Minh,666517,Tin thường,Phòng trọ Quận Gò Vấp, 30m,3.7
Địa chỉ: Đường Trần Văn Khánh,Phường Tân Thuận Đông,Quận 7,Thành phố Hồ Chí Minh,654076,Tin thường,Phòng trọ Quận 7, 15m,3
Địa chỉ: Phố số 59,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,666520,Tin miễn phí,Phòng trọ Quận Gò Vấp, 25m,3
Địa chỉ: Đường Chu Văn An,Phường 12,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666623,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,4.8
Địa chỉ: 147 Phố Nguyễn Xí,Phường 26,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666626,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,6
Địa chỉ: 140 Đường Đinh Bộ Lĩnh,Phường 26,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666633,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,5.8
Địa chỉ: 758 Đường Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666635,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 35m,8
Địa chỉ: 82 Đường Chu Văn An,Phường 26,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666634,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,6
,Phường 3,Quận Phú Nhuận,Thành phố Hồ Chí Minh,666636,Tin thường,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 65m,12.2
Địa chỉ: 45 Đường Hoàng Diệu 2,Phường Linh Chiểu,,Không rõ,666637,Tin miễn phí,Tìm người ở ghép Thủ Đức, 22m,0.8
,Phường Tân Thới Nhất,Quận 12,Thành phố Hồ Chí Minh,666638,Tin thường,Phòng trọ Quận 12, 20m,2.6
Địa chỉ: 539 Đường Lũy Bán Bích,Phường Hòa Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,660461,Tin thường,Phòng trọ Quận Tân Phú, 25m,4
Địa chỉ: 738 Đường Âu Cơ,Phường 14,Quận Tân Bình,Thành phố Hồ Chí Minh,660460,Tin thường,Phòng trọ Quận Tân Bình, 25m,4
Địa chỉ: 21 Đường Vườn Lài,Phường Phú Thọ Hòa,Quận Tân Phú,Thành phố Hồ Chí Minh,660384,Tin thường,Phòng trọ Quận Tân Phú, 30m,4.4
Địa chỉ: 61 Đường Thép Mới,Phường 12,Quận Tân Bình,Thành phố Hồ Chí Minh,659103,Tin thường,Phòng trọ Quận Tân Bình, 25m,4
Địa chỉ: 2 Đường Nguyễn Thị Tú,Phường Bình Hưng Hòa B,Quận Bình Tân,Thành phố Hồ Chí Minh,664901,Tin thường,Phòng trọ Quận Bình Tân, 25m,2.6
Địa chỉ: 258 Đường Tân Sơn Nhì,Phường Tân Sơn Nhì,Quận Tân Phú,Thành phố Hồ Chí Minh,662314,Tin thường,Phòng trọ Quận Tân Phú, 30m,4
Địa chỉ: 31 Đường Trịnh Đình Thảo,Phường Hòa Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,647932,Tin thường,Phòng trọ Quận Tân Phú, 30m,4
,Phường 2,Quận Phú Nhuận,Thành phố Hồ Chí Minh,629545,Tin thường,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 30m,6
Địa chỉ: 550 Đường Trường Chinh,Phường Tân Hưng Thuận,Quận 12,Thành phố Hồ Chí Minh,666644,Tin thường,Phòng trọ Quận 12, 20m,3.3
Địa chỉ: 103/19 Đường Nguyễn Hồng Đào,Phường 14,Quận Tân Bình,Thành phố Hồ Chí Minh,666646,Tin thường,Phòng trọ Quận Tân Bình, 20m,6.5
Địa chỉ: Đường Trần Nhật Duật,Phường Tân Định,Quận 1,Thành phố Hồ Chí Minh,666598,Tin miễn phí,Cho thuê căn hộ Quận 1, 58m,8
,Phường 6,Quận 5,Thành phố Hồ Chí Minh,664516,Tin thường,Phòng trọ Quận 5, 25m,5.2
Địa chỉ: Đường số 77,Phường Tân Kiểng,Quận 7,Thành phố Hồ Chí Minh,666600,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 30m,6.2
,Phường Hòa Cường Bắc,Quận Hải Châu,Thành phố Hồ Chí Minh,666602,Tin miễn phí,Cho thuê căn hộ mini Quận Hải Châu, 45m,5.8
,Phường 9,Quận Gò Vấp,Thành phố Hồ Chí Minh,666604,Tin thường,Phòng trọ Quận Gò Vấp, 30m,3.8
,Phường 12,Quận Gò Vấp,Thành phố Hồ Chí Minh,666605,Tin thường,Phòng trọ Quận Gò Vấp, 25m,3.8
,Phường Ô Chợ Dừa,Quận Đống Đa,Thành phố Hồ Chí Minh,666606,Tin miễn phí,Phòng trọ Quận Đống Đa, 16m,2.4
,Phường Hòa Minh,Quận Liên Chiểu,Thành phố Hồ Chí Minh,666603,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Liên Chiểu, 100m,14
Địa chỉ: 166 Phố số 59,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,666607,Tin thường,Phòng trọ Quận Gò Vấp, 25m,3.5
Địa chỉ: 33/14 Đường Nguyễn Công Hoan,Phường 7,Quận Phú Nhuận,Thành phố Hồ Chí Minh,594288,Tin thường,Phòng trọ Quận Phú Nhuận, 20m,3.6
Địa chỉ: 322 Đường Phan Văn Trị,Phường 11,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666609,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 25m,5.6
,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666610,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,5.3
,Phường Nại Hiên Đông,Quận Sơn Trà,Thành phố Hồ Chí Minh,666608,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Sơn Trà, 50m,6.5
,Phường Tây Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,666617,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Phú, 25m,5
Địa chỉ: 265 Đường Nơ Trang Long,Phường 13,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666614,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 25m,5.8
,,,Không rõ,666618,Tin miễn phí,Phòng trọ Quận Cầu Giấy, 21m,2.8
,Phường Phú Thuận,Quận 7,Thành phố Hồ Chí Minh,666619,Tin miễn phí,Cho thuê nhà Quận 7, 18m,3
Địa chỉ: 58/27 Đường Tân Cảng,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,583701,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,5.5
Địa chỉ: 23 Đường Nguyễn Hữu Tiến,Phường Tây Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,666620,Tin miễn phí,Phòng trọ Quận Tân Phú, 13m,2.9
Địa chỉ: Đường Nguyễn Thị Thập,Phường Bình Thuận,Quận 7,Thành phố Hồ Chí Minh,666579,Tin miễn phí,Phòng trọ Quận 7, 30m,7
Địa chỉ: Đường Nguyễn Văn Lượng,Phường 9,Quận Gò Vấp,Thành phố Hồ Chí Minh,666580,Tin miễn phí,Phòng trọ Quận Gò Vấp, 30m,4.9
Địa chỉ: 99 Đường Lê Lợi,Phường 3,Quận Gò Vấp,Thành phố Hồ Chí Minh,666583,Tin miễn phí,Phòng trọ Quận Gò Vấp, 15m,2.5
Địa chỉ: 960 Đường Hương lộ 2,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,665806,Tin thường,Phòng trọ Quận Bình Tân, 28m,2.6
,Phường 12,Quận 6,Thành phố Hồ Chí Minh,661207,Tin thường,Phòng trọ Quận 6, 28m,3.5
Địa chỉ: Đường Bến Vân Đồn,Phường 12,Quận 4,Thành phố Hồ Chí Minh,666584,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 4, 30m,10
Địa chỉ: Đường số 3/2,Phường 14,Quận 10,Thành phố Hồ Chí Minh,592409,Tin thường,Cho thuê căn hộ dịch vụ Quận 10, 30m,5
Địa chỉ: Đường D4,Phường Tân Hưng,Quận 7,Thành phố Hồ Chí Minh,637006,Tin thường,Phòng trọ Quận 7, 20m,3.6
Địa chỉ: Đường Nguyễn Sỹ Sách,Phường 15,Quận Tân Bình,Thành phố Hồ Chí Minh,666585,Tin miễn phí,Cho thuê căn hộ Quận Tân Bình, 95m,10
Địa chỉ: 9 Đường số 8,Phường An Khánh,Quận 2,Thành phố Hồ Chí Minh,666586,Tin miễn phí,Phòng trọ Quận 2, 60m,6.5
,Phường Tân Phong,Quận 7,Thành phố Hồ Chí Minh,643098,Tin thường,Phòng trọ Quận 7, 20m,3.6
,,,Không rõ,666588,Tin thường,Phòng trọ Quận Ngũ Hành Sơn, 30m,2.5
Địa chỉ: 49 Đường Nguyễn Hữu Cảnh,Phường 22,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666587,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 22m,3.7
,Phường 11,Quận 3,Thành phố Hồ Chí Minh,592685,Tin thường,Cho thuê căn hộ dịch vụ Quận 3, 25m,5
Địa chỉ: Phố Trịnh Văn Bô,Phường Phương Canh,Quận Nam Từ Liêm,Thành phố Hồ Chí Minh,666590,Tin miễn phí,Tìm người ở ghép Quận Nam Từ Liêm, 20m,1.5
,,,Không rõ,666589,Tin miễn phí,Cho thuê căn hộ Quận 8, 79m,14
Địa chỉ: Đường Cộng Hòa,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,666591,Tin thường,Phòng trọ Quận Tân Bình, 35m,2.8
Địa chỉ: 588 Đường Tân Kỳ Tân Quý,Phường Bình Hưng Hòa A,Quận Bình Tân,Thành phố Hồ Chí Minh,666648,Tin thường,Phòng trọ Quận Bình Tân, 20m,3.3
Địa chỉ: 19 Đường Nguyễn Quang Bích,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,666650,Tin thường,Phòng trọ Quận Tân Bình, 20m,4.6
Địa chỉ: 62/3 Đường Nhất Chi Mai,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,666655,Tin thường,Phòng trọ Quận Tân Bình, 20m,3.1
Địa chỉ: 72 Đường Đông Hưng Thuận 40,Phường Đông Hưng Thuận,Quận 12,Thành phố Hồ Chí Minh,666653,Tin thường,Phòng trọ Quận 12, 25m,6
Địa chỉ: 32 Đường Hoàng Hoa Thám,Phường 12,Quận Tân Bình,Thành phố Hồ Chí Minh,666656,Tin thường,Phòng trọ Quận Tân Bình, 20m,6
Địa chỉ: 2276/6 Đường Quốc lộ 1A,Phường Trung Mỹ Tây,Quận 12,Thành phố Hồ Chí Minh,666660,Tin thường,Phòng trọ Quận 12, 20m,3.5
Địa chỉ: Đường Trần Thị Nghĩ,Phường 7,Quận Gò Vấp,Thành phố Hồ Chí Minh,633380,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.4
Địa chỉ: 380 Đường Trường Chinh,Phường Tân Hưng Thuận,Quận 12,Thành phố Hồ Chí Minh,666658,Tin thường,Phòng trọ Quận 12, 20m,3.4
,Phường Bình Hưng Hòa A,Quận Bình Tân,Thành phố Hồ Chí Minh,662750,Tin thường,Phòng trọ Quận Bình Tân, 30m,3.5
Địa chỉ: Đường Hương lộ 2,Phường Bình Trị Đông A,Quận Bình Tân,Thành phố Hồ Chí Minh,654549,Tin thường,Phòng trọ Quận Bình Tân, 30m,3
Địa chỉ: 105 Đường Lê Văn Khương,Phường Thới An,Quận 12,Thành phố Hồ Chí Minh,666662,Tin thường,Phòng trọ Quận 12, 20m,2.8
Địa chỉ: Đường Tỉnh Lộ 10,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,631451,Tin thường,Phòng trọ Quận Bình Tân, 28m,3.6
,,,Không rõ,666664,Tin miễn phí,Phòng trọ Quận Gò Vấp, 30m,3.4
Địa chỉ: Đường Trần Xuân Soạn,Phường Tân Kiểng,Quận 7,Thành phố Hồ Chí Minh,666447,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 35m,12
Địa chỉ: 57 Đường Tô Hiến Thành,Phường Phúc La,Quận Hà Đông,Thành phố Hồ Chí Minh,284807,Tin thường,Phòng trọ Quận Hà Đông, 12m,0.8
,Phường Kiến Hưng,Quận Hà Đông,Thành phố Hồ Chí Minh,666543,Tin miễn phí,Cho thuê căn hộ mini Quận Hà Đông, 20m,2
,Phường 14,Quận 10,Thành phố Hồ Chí Minh,654853,Tin thường,Phòng trọ Quận 10, 60m,1.4
Địa chỉ: 17/1A Đường Hồ Văn Huê,Phường 9,Quận Phú Nhuận,Thành phố Hồ Chí Minh,648116,Tin thường,Phòng trọ Quận Phú Nhuận, 65m,1.5
Địa chỉ: Đường Gò Dầu,Phường Tân Quý,Quận Tân Phú,Thành phố Hồ Chí Minh,648473,Tin thường,Phòng trọ Quận Tân Phú, 25m,3.7
Địa chỉ: 23 Đường số 39,Phường Bình Trưng Tây,Quận 2,Thành phố Hồ Chí Minh,660678,Tin thường,Phòng trọ Quận 2, 20m,4.5
Địa chỉ: 91 Đường Nguyễn Hữu Cảnh,Phường 22,Quận Bình Thạnh,Thành phố Hồ Chí Minh,614475,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,6.5
Địa chỉ: Đường Trần Xuân Soạn,Phường Tân Hưng,Quận 7,Thành phố Hồ Chí Minh,666670,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 40m,8.1
Địa chỉ: 180 Đường Trung Mỹ Tây 13,Phường Trung Mỹ Tây,Quận 12,Thành phố Hồ Chí Minh,38209,Tin miễn phí,Phòng trọ Quận 12, 24m,1.8
Địa chỉ: 156A Đường An Dương Vương,Phường 16,Quận 8,Thành phố Hồ Chí Minh,663621,Tin miễn phí,Phòng trọ Quận 8, 12m,1.5
Địa chỉ: 793 Phố Trần Xuân Soạn,Phường Tân Hưng,Quận 7,Thành phố Hồ Chí Minh,604398,Tin thường,Phòng trọ Quận 7, 20m,4.3
,Phường 26,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666671,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 40m,6.5
Địa chỉ: Đường Lũy Bán Bích,Phường Hòa Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,666673,Tin miễn phí,Cho thuê căn hộ Quận Tân Phú, 74m,11
Địa chỉ: Đường Xô Viết Nghệ Tĩnh,Phường 26,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666539,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 13.5m,3.5
Địa chỉ: Đường Trịnh Đình Thảo,Phường Hòa Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,666674,Tin miễn phí,Cho thuê căn hộ Quận Tân Phú, 65m,9.5
,Xã Trung Chánh,Huyện Hóc Môn,Thành phố Hồ Chí Minh,666672,Tin thường,Cho thuê nhà Huyện Hóc Môn, 75m,6
Địa chỉ: 38/50 Đường Nguyễn Văn Vịnh,Phường Hiệp Tân,Quận Tân Phú,Thành phố Hồ Chí Minh,664492,Tin thường,Cho thuê nhà Quận Tân Phú, 64m,6
,Phường 2,Quận 5,Thành phố Hồ Chí Minh,657324,Tin thường,Phòng trọ Quận 5, 30m,1.5
,Phường 6,Quận 4,Thành phố Hồ Chí Minh,654837,Tin thường,Phòng trọ Quận 4, 30m,1.5
,Phường 12,Quận 10,Thành phố Hồ Chí Minh,658334,Tin thường,Phòng trọ Quận 10, 30m,1.3
,Phường 5,Quận 8,Thành phố Hồ Chí Minh,655490,Tin thường,Phòng trọ Quận 8, 30m,1.2
,Phường Tây Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,652839,Tin thường,Phòng trọ Quận Tân Phú, 30m,1.4
Địa chỉ: Đường Phạm Văn Đồng,Phường Linh Xuân,,Không rõ,650905,Tin thường,Phòng trọ Thủ Đức, 25m,2.1
Địa chỉ: Đường Phan Huy Ích,Phường 15,Quận Tân Bình,Thành phố Hồ Chí Minh,663592,Tin thường,Phòng trọ Quận Tân Bình, 25m,2
Địa chỉ: Đường Phạm Ngũ Lão,Phường Phạm Ngũ Lão,Quận 1,Thành phố Hồ Chí Minh,649333,Tin thường,Phòng trọ Quận 1, 30m,1.6
Địa chỉ: Phố Tạ Quang Bửu,Phường 4,Quận 8,Thành phố Hồ Chí Minh,665952,Tin thường,Phòng trọ Quận 8, 15m,2.8
Địa chỉ: Đường Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,Thành phố Hồ Chí Minh,665291,Tin thường,Phòng trọ Quận 7, 20m,3.2
Địa chỉ: Đường Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,Thành phố Hồ Chí Minh,665290,Tin thường,Phòng trọ Quận 7, 20m,2.8
Địa chỉ: Đường Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,Thành phố Hồ Chí Minh,665289,Tin thường,Phòng trọ Quận 7, 12m,1.7
Địa chỉ: Phố Tạ Quang Bửu,Phường 4,Quận 8,Thành phố Hồ Chí Minh,666527,Tin thường,Phòng trọ Quận 8, 20m,5.2
Địa chỉ: 1313 Đường Hoàng Sa,Phường 5,Quận Tân Bình,Thành phố Hồ Chí Minh,666525,Tin miễn phí,Phòng trọ Quận Tân Bình, 28m,4
,Phường Bình Trị Đông A,Quận Bình Tân,Thành phố Hồ Chí Minh,666528,Tin miễn phí,Phòng trọ Quận Bình Tân, 20m,2.5
Địa chỉ: Phố Tạ Quang Bửu,Phường 4,Quận 8,Thành phố Hồ Chí Minh,666526,Tin thường,Phòng trọ Quận 8, 15m,4.6
