Đường,Phường,Quận/Huyện,Thành phố,Hashtag,Gói tin,Loại phòng,Diện tích (m²),Giá phòng (triệu/tháng)
,7,Gò Vấp,Hồ Chí Minh,665002,Tin miễn phí,Phòng trọ Quận Gò Vấp, 20m,4.6
Nơ Trang Long,13,Bình Thạnh,Hồ Chí Minh,666677,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 30m,6
12  số 2,4,4,Hồ Chí Minh,666843,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 4, 20m,5.4
Trần Quốc Tuấn,1,Gò Vấp,Hồ Chí Minh,620924,Tin thường,Phòng trọ Quận Gò Vấp, 125m,1.5
Phố Nguyễn Xí,13,Bình Thạnh,Hồ Chí Minh,618582,Tin thường,Phòng trọ Quận Bình Thạnh, 200m,1.7
Đặng Văn Bi,Trường Thọ,Thủ Đức,Hồ Chí Minh,626968,Tin thường,Phòng trọ Thủ Đức, 135m,1.5
Đỗ Xuân Hợp,Phước Long B,9,Hồ Chí Minh,666409,Tin thường,Phòng trọ Quận 9, 25m,1.6
Lạc Long Quân,5,11,Hồ Chí Minh,656733,Tin thường,Phòng trọ Quận 11, 35m,1.6
229/3  Huỳnh Văn Nghệ,12,Gò Vấp,Hồ Chí Minh,622938,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.5
229/3  Huỳnh Văn Nghệ,12,Gò Vấp,Hồ Chí Minh,622940,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.5
Hương lộ 2,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh,666135,Tin thường,Phòng trọ Quận Bình Tân, 20m,2
,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,666061,Tin thường,Phòng trọ Quận Bình Tân, 20m,2.2
,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,665782,Tin thường,Phòng trọ Quận Bình Tân, 50m,1.9
Hương lộ 2,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,666095,Tin thường,Phòng trọ Quận Bình Tân, 25m,2.5
,9,6,Hồ Chí Minh,616187,Tin miễn phí,Phòng trọ Quận 6, 25m,4.3
281/35  Lê Văn Sỹ,1,Tân Bình,Hồ Chí Minh,665894,Tin thường,Phòng trọ Quận Tân Bình, 25m,4
Hương lộ 2,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh,666064,Tin thường,Phòng trọ Quận Bình Tân, 20m,2
,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,665813,Tin thường,Phòng trọ Quận Bình Tân, 20m,2.2
,1,8,Hồ Chí Minh,616186,Tin thường,Cho thuê căn hộ dịch vụ Quận 8, 25m,5.2
,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,666058,Tin thường,Phòng trọ Quận Bình Tân, 20m,2.1
155  Lý Tự Trọng,Bến Thành,1,Hồ Chí Minh,665753,Tin miễn phí,Cho thuê nhà Quận 1, 500m,0.35
1036  Cách Mạng Tháng Tám,1,Tân Bình,Hồ Chí Minh,665993,Tin thường,Phòng trọ Quận Tân Bình, 22m,3.5
Lý Phục Man,Bình Thuận,7,Hồ Chí Minh,666710,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 30m,11
27/33  số 9,16,Gò Vấp,Hồ Chí Minh,665215,Tin thường,Phòng trọ Quận Gò Vấp, 26m,2.6
,Đa Kao,1,Hồ Chí Minh,666722,Tin miễn phí,Phòng trọ Quận 1, 28m,6.5
Bùi Văn Ba,Tân Thuận Đông,7,Hồ Chí Minh,666787,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 35m,6
55  Thành Mỹ,8,Tân Bình,Hồ Chí Minh,666789,Tin thường,Phòng trọ Quận Tân Bình, 35m,2
Hoàng Văn Thụ,8,Phú Nhuận,Hồ Chí Minh,666790,Tin miễn phí,Phòng trọ Quận Phú Nhuận, 30m,4.7
133  Dương Văn Dương,Phú Trung,Tân Phú,Hồ Chí Minh,635999,Tin thường,Phòng trọ Quận Tân Phú, 25m,3.7
Phố Lý Thường Kiệt,14,10,Hồ Chí Minh,663932,Tin thường,Phòng trọ Quận 10, 25m,4.9
,15,Tân Bình,Hồ Chí Minh,632500,Tin thường,Phòng trọ Quận Tân Bình, 28m,4
332  Độc Lập,Tân Quý,Tân Phú,Hồ Chí Minh,636253,Tin thường,Phòng trọ Quận Tân Phú, 20m,3.6
411  Trần Xuân Soạn,Tân Kiểng,7,Hồ Chí Minh,655916,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 50m,8
1  số 4,Tân Phú,7,Hồ Chí Minh,666792,Tin thường,Phòng trọ Quận 7, 35m,1.6
,Tăng Nhơn Phú B,9,Hồ Chí Minh,666737,Tin thường,Phòng trọ Quận 9, 45m,4.3
,Tân Hưng,7,Hồ Chí Minh,606124,Tin miễn phí,Phòng trọ Quận 7, 16m,4
358/1/15  Cách Mạng Tháng Tám,10,3,Hồ Chí Minh,666388,Tin thường,Phòng trọ Quận 3, 13m,2
Lũy Bán Bích,Hòa Thạnh,Tân Phú,Hồ Chí Minh,666795,Tin miễn phí,Phòng trọ Quận Tân Phú, 30m,4.8
Tân Hương,Tân Sơn Nhì,Tân Phú,Hồ Chí Minh,666410,Tin thường,Phòng trọ Quận Tân Phú, 30m,4.8
Tân Hòa Đông,14,6,Hồ Chí Minh,665674,Tin thường,Phòng trọ Quận 6, 27m,3.1
Lũy Bán Bích,Tân Thới Hòa,Tân Phú,Hồ Chí Minh,666130,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Phú, 35m,5.5
Trần Đình Xu,Nguyễn Cư Trinh,1,Hồ Chí Minh,664985,Tin thường,Phòng trọ Quận 1, 28m,5.5
656  Quang Trung,11,Gò Vấp,Hồ Chí Minh,666198,Tin thường,Phòng trọ Quận Gò Vấp, 30m,3.7
103/16  Trần Đình Xu,Nguyễn Cư Trinh,1,Hồ Chí Minh,620425,Tin thường,Phòng trọ Quận 1, 20m,4.5
,Nguyễn Cư Trinh,1,Hồ Chí Minh,639624,Tin thường,Phòng trọ Quận 1, 25m,5.5
182  Lâm Văn Bền,Tân Quy,7,Hồ Chí Minh,311302,Tin thường,Phòng trọ Quận 7, 25m,4.2
380  Phạm Văn Chiêu,9,Gò Vấp,Hồ Chí Minh,664239,Tin thường,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 40m,4.6
Trần Hưng Đạo,Nguyễn Cư Trinh,1,Hồ Chí Minh,664595,Tin thường,Cho thuê căn hộ dịch vụ Quận 1, 32m,7.5
Nguyễn Văn Linh,Bình Thuận,7,Hồ Chí Minh,655093,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 30m,6.5
số 25,Tân Quy,7,Hồ Chí Minh,660370,Tin thường,Phòng trọ Quận 7, 30m,5.9
,Cát Lái,2,Hồ Chí Minh,666847,Tin thường,Phòng trọ Quận 2, 28m,3.5
69  số 4,Tân Tạo A,Bình Tân,Hồ Chí Minh,638967,Tin thường,Phòng trọ Quận Bình Tân, 16m,1.7
Quốc Lộ 13,26,Bình Thạnh,Hồ Chí Minh,621183,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,3
194/4/5  Bùi Đình Túy,12,Bình Thạnh,Hồ Chí Minh,275548,Tin thường,Phòng trọ Quận Bình Thạnh, 17m,3.5
57/55/19  Điện Biên Phủ,15,Bình Thạnh,Hồ Chí Minh,282608,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 16m,3
,Thạnh Xuân,12,Hồ Chí Minh,666750,Tin miễn phí,Phòng trọ Quận 12, 25m,3.5
Bình Hưng Hòa A,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh,666616,Tin miễn phí,Cho thuê nhà Quận Bình Tân, 88m,4.5
Lê Văn Thọ,14,Gò Vấp,Hồ Chí Minh,666749,Tin miễn phí,Phòng trọ Quận Gò Vấp, 25m,3.5
Nguyễn Văn Linh,Bình Thuận,7,Hồ Chí Minh,664006,Tin thường,Phòng trọ Quận 7, 26m,1.9
Phan Văn Trị,7,Gò Vấp,Hồ Chí Minh,650504,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.5
,Thạnh Lộc,12,Hồ Chí Minh,665055,Tin thường,Phòng trọ Quận 12, 35m,1.3
207  Bùi Viện,Phạm Ngũ Lão,1,Hồ Chí Minh,664543,Tin thường,Phòng trọ Quận 1, 35m,1.6
111  số 3643A Phạm Thế Hiển,7,8,Hồ Chí Minh,664550,Tin thường,Phòng trọ Quận 8, 35m,2.5
,13,Bình Thạnh,Hồ Chí Minh,665941,Tin thường,Phòng trọ Quận Bình Thạnh, 35m,2
457  Cách Mạng Tháng Tám,Hòa Thọ Đông,Cẩm Lệ,Hồ Chí Minh,666066,Tin miễn phí,Cho thuê mặt bằng Quận Cẩm Lệ, 70m,6
Cô Giang,Cô Giang,1,Hồ Chí Minh,666776,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 1, 35m,7.5
Lê Văn Sỹ,1,Tân Bình,Hồ Chí Minh,666773,Tin miễn phí,Phòng trọ Quận Tân Bình, 25m,3.5
Phú Thọ Hòa,Phú Thọ Hòa,Tân Phú,Hồ Chí Minh,666772,Tin thường,Phòng trọ Quận Tân Phú, 25m,4.5
,Phạm Ngũ Lão,1,Hồ Chí Minh,666612,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 1, 35m,11.5
1017/123C  Lạc Long Quân,11,Tân Bình,Hồ Chí Minh,666780,Tin miễn phí,Phòng trọ Quận Tân Bình, 25m,3.6
Ngõ 142  Kim Giang,Đại Kim,Hoàng Mai,Hồ Chí Minh,665583,Tin miễn phí,Cho thuê nhà Quận Hoàng Mai, 30m,12
,An Lạc A,Bình Tân,Hồ Chí Minh,632002,Tin thường,Cho thuê căn hộ mini Quận Bình Tân, 35m,5
Nguyễn Công Trứ,Phố Huế,Hai Bà Trưng,Hồ Chí Minh,666775,Tin miễn phí,Cho thuê căn hộ Quận Hai Bà Trưng, 50m,4.5
Tân Hòa Đông,Bình Trị Đông,Bình Tân,Hồ Chí Minh,632742,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Tân, 55m,5
358  Chu Văn An,12,Bình Thạnh,Hồ Chí Minh,646797,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,1.5
25  Nguyễn Minh Châu,Phú Trung,Tân Phú,Hồ Chí Minh,643549,Tin thường,Phòng trọ Quận Tân Phú, 35m,1.5
,14,3,Hồ Chí Minh,643728,Tin thường,Phòng trọ Quận 3, 35m,1.8
338  An Dương Vương,4,5,Hồ Chí Minh,643940,Tin thường,Phòng trọ Quận 5, 35m,1.5
,6,Gò Vấp,Hồ Chí Minh,666784,Tin thường,Phòng trọ Quận Gò Vấp, 30m,4.3
Trần Xuân Soạn,Tân Kiểng,7,Hồ Chí Minh,666449,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 55m,12
,15,10,Hồ Chí Minh,666798,Tin miễn phí,Phòng trọ Quận 10, 22m,2
38  Phạm Đôn,10,5,Hồ Chí Minh,622587,Tin thường,Phòng trọ Quận 5, 10m,2.4
số 3/2,11,10,Hồ Chí Minh,666800,Tin thường,Tìm người ở ghép Quận 10, 50m,1.8
,Bình Trưng Tây,2,Hồ Chí Minh,666799,Tin miễn phí,Phòng trọ Quận 2, 39m,4.5
49/32a (Hẻm 38)  Nguyễn Công Hoan,7,Phú Nhuận,Hồ Chí Minh,634436,Tin thường,Phòng trọ Quận Phú Nhuận, 35m,4.5
Lê Văn Sỹ,13,3,Hồ Chí Minh,666802,Tin thường,Phòng trọ Quận 3, 27m,6.1
Hẽm 519  Hưng Phú,9,8,Hồ Chí Minh,666582,Tin miễn phí,Cho thuê mặt bằng Quận 8, 70m,11
59/160  số 102,Tăng Nhơn Phú A,9,Hồ Chí Minh,666805,Tin thường,Phòng trọ Quận 9, 35m,1.45
Võ Văn Tần,Võ Thị Sáu,3,Hồ Chí Minh,666806,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 3, 30m,5.6
Hẻm 220  Nguyễn Oanh,17,Gò Vấp,Hồ Chí Minh,664604,Tin miễn phí,Cho thuê mặt bằng Quận Gò Vấp, 40m,8
105A/17  Hồ Thị Kỷ,1,10,Hồ Chí Minh,664610,Tin thường,Phòng trọ Quận 10, 20m,4
2 Phố Xã Đàn,Phương Liên,Đống Đa,Hồ Chí Minh,659912,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.5
,2,10,Hồ Chí Minh,627137,Tin thường,Phòng trọ Quận 10, 20m,4.5
,Nguyễn Cư Trinh,1,Hồ Chí Minh,641456,Tin thường,Phòng trọ Quận 1, 15m,3.9
Thạch Thị Thanh,Tân Định,1,Hồ Chí Minh,666807,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 1, 30m,7.9
,1,10,Hồ Chí Minh,625928,Tin thường,Phòng trọ Quận 10, 20m,4.7
24  Trịnh Khắc Lập,Thạnh Mỹ Lợi,2,Hồ Chí Minh,626121,Tin thường,Phòng trọ Quận 2, 40m,4.3
235  số 20,5,Gò Vấp,Hồ Chí Minh,666808,Tin miễn phí,Phòng trọ Quận Gò Vấp, 30m,4
Nguyễn Xiển,Long Bình,9,Hồ Chí Minh,666845,Tin miễn phí,Cho thuê căn hộ Quận 9, 47m,7
34  Tô Hiến Thành,12,10,Hồ Chí Minh,656538,Tin thường,Phòng trọ Quận 10, 15m,2.8
5 ngõ 467  Hoàng Hoa Thám,Vĩnh Phúc,Ba Đình,Hồ Chí Minh,666791,Tin miễn phí,Phòng trọ Quận Ba Đình, 30m,4
403  Dương Thị Mười,Tân Chánh Hiệp,12,Hồ Chí Minh,666850,Tin miễn phí,Cho thuê nhà Quận 12, 80m,14.5
,3,Gò Vấp,Hồ Chí Minh,666851,Tin miễn phí,Phòng trọ Quận Gò Vấp, 24m,3.1
,5,10,Hồ Chí Minh,665643,Tin thường,Phòng trọ Quận 10, 16m,2.9
194  Cộng Hòa,12,Tân Bình,Hồ Chí Minh,666852,Tin miễn phí,Phòng trọ Quận Tân Bình, 35m,5.5
Phan Văn Hân,17,Bình Thạnh,Hồ Chí Minh,666801,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 25m,5.9
,Bến Thành,1,Hồ Chí Minh,666479,Tin thường,Cho thuê mặt bằng Quận 1, 160m,35
số 4 Cư xá Đô Thành,4,3,Hồ Chí Minh,666719,Tin thường,Cho thuê nhà Quận 3, 108m,16
Điện Biên Phủ,25,Bình Thạnh,Hồ Chí Minh,652185,Tin thường,Cho thuê nhà Quận Bình Thạnh, 128m,30
Phú Thọ,5,11,Hồ Chí Minh,666471,Tin thường,Cho thuê mặt bằng Quận 11, 220m,25
Điện Biên Phủ,6,3,Hồ Chí Minh,666465,Tin thường,Cho thuê mặt bằng Quận 3, 430m,130
Phố số 36,Tân Quy,7,Hồ Chí Minh,666854,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 35m,8
Sư Vạn Hạnh,12,10,Hồ Chí Minh,666446,Tin thường,Cho thuê mặt bằng Quận 10, 1000m,360
753  Phạm Văn Bạch,5,Tân Bình,Hồ Chí Minh,666842,Tin thường,Phòng trọ Quận Tân Bình, 25m,3.3
Tân Sơn,12,Gò Vấp,Hồ Chí Minh,666558,Tin thường,Cho thuê căn hộ mini Quận Gò Vấp, 65m,8.4
80/12/200B  Dương Quảng Hàm,5,Gò Vấp,Hồ Chí Minh,665123,Tin thường,Phòng trọ Quận Gò Vấp, 80m,1.55
666/29/7  số 3/2,14,10,Hồ Chí Minh,666819,Tin thường,Phòng trọ Quận 10, 27m,4
Hồ Xuân Hương,14,Bình Thạnh,Hồ Chí Minh,666820,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,4.9
Phan Văn Hớn,Tân Thới Nhất,12,Hồ Chí Minh,660231,Tin miễn phí,Phòng trọ Quận 12, 20m,2
,6,Gò Vấp,Hồ Chí Minh,666821,Tin thường,Cho thuê căn hộ mini Quận Gò Vấp, 30m,5.6
Nguyễn Văn Đậu,6,Bình Thạnh,Hồ Chí Minh,666825,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,3.3
,Linh Chiểu,Thủ Đức,Hồ Chí Minh,583626,Tin thường,Phòng trọ Thủ Đức, 14m,2.2
30  Đại Nghĩa,7,Tân Bình,Hồ Chí Minh,666826,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình, 45m,6.5
685  Xô Viết Nghệ Tĩnh,26,Bình Thạnh,Hồ Chí Minh,665657,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,4
738  Tỉnh Lộ 10,Bình Trị Đông,Bình Tân,Hồ Chí Minh,609864,Tin thường,Phòng trọ Quận Bình Tân, 25m,2.5
,Xã Bình Hưng,Huyện Bình Chánh,Hồ Chí Minh,616307,Tin thường,Phòng trọ Huyện Bình Chánh, 25m,4.2
G86 b Hưng lân 1A  7,Bà Điểm,Huyện Hóc Môn,Hồ Chí Minh,284737,Tin thường,Cho thuê nhà Huyện Hóc Môn, 40m,2
Nguyễn Sỹ Sách,15,Tân Bình,Hồ Chí Minh,666860,Tin miễn phí,Cho thuê căn hộ mini Quận Tân Bình, 80m,7
Phạm Hùng,5,8,Hồ Chí Minh,666572,Tin thường,Phòng trọ Quận 8, 35m,5.6
Phạm Hùng,Xã Bình Hưng,Huyện Bình Chánh,Hồ Chí Minh,666492,Tin thường,Phòng trọ Huyện Bình Chánh, 30m,4.7
339  Tô Hiến Thành,13,10,Hồ Chí Minh,666858,Tin miễn phí,Phòng trọ Quận 10, 25m,5.5
Lý Phục Man,Bình Thuận,7,Hồ Chí Minh,666856,Tin thường,Phòng trọ Quận 7, 39m,4.9
Hoàng Việt,4,Tân Bình,Hồ Chí Minh,666861,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình, 45m,13.5
479  Trần Xuân Soạn,Tân Hưng,7,Hồ Chí Minh,666863,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 25m,12
1/17  Hoàng Việt,4,Tân Bình,Hồ Chí Minh,666865,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình, 40m,13
Trường Chinh,13,Tân Bình,Hồ Chí Minh,666864,Tin miễn phí,Phòng trọ Quận Tân Bình, 25m,4.3
Trần Xuân Soạn,Tân Kiểng,7,Hồ Chí Minh,666867,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 40m,12
Trần Xuân Soạn,Tân Kiểng,7,Hồ Chí Minh,666866,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 40m,12
,Xã Phước Kiển,Huyện Nhà Bè,Hồ Chí Minh,598375,Tin thường,Phòng trọ Huyện Nhà Bè, 20m,2.4
328  Võ Văn Kiệt,Cô Giang,1,Hồ Chí Minh,666868,Tin thường,Cho thuê căn hộ Quận 1, 85m,11
Nguyễn Công Hoan,7,Phú Nhuận,Hồ Chí Minh,666869,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 25m,13
Hương lộ 2,Bình Trị Đông,Bình Tân,Hồ Chí Minh,664759,Tin thường,Phòng trọ Quận Bình Tân, 25m,3.2
656  Hà Huy Giáp,Thạnh Xuân,12,Hồ Chí Minh,308431,Tin thường,Phòng trọ Quận 12, 35m,3
Khuông Việt,Phú Trung,Tân Phú,Hồ Chí Minh,666862,Tin thường,Phòng trọ Quận Tân Phú, 20m,3.2
,Phú Hữu,9,Hồ Chí Minh,616442,Tin thường,Tìm người ở ghép Quận 9, 73m,1.6
,Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh,615838,Tin thường,Phòng trọ Thủ Đức, 12m,2.1
Xô Viết Nghệ Tĩnh,26,Bình Thạnh,Hồ Chí Minh,665361,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,4.2
Quốc Lộ 13,26,Bình Thạnh,Hồ Chí Minh,666541,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,4.7
,Nguyễn Cư Trinh,1,Hồ Chí Minh,664233,Tin thường,Phòng trọ Quận 1, 11m,1.9
,3,3,Hồ Chí Minh,647847,Tin thường,Phòng trọ Quận 3, 15m,1.9
183/58 Bùi Viện  Bùi Viện,Phạm Ngũ Lão,1,Hồ Chí Minh,628637,Tin thường,Phòng trọ Quận 1, 12m,2.8
70  Dương Quảng Hàm,5,Gò Vấp,Hồ Chí Minh,666897,Tin thường,Phòng trọ Quận Gò Vấp, 20m,3
số 47,Tân Quy,7,Hồ Chí Minh,666669,Tin miễn phí,Phòng trọ Quận 7, 20m,7
Tô Hiến Thành,14,10,Hồ Chí Minh,592389,Tin thường,Phòng trọ Quận 10, 25m,3.8
Cao Thắng,14,10,Hồ Chí Minh,666901,Tin thường,Cho thuê căn hộ mini Quận 10, 40m,10
Ngõ 192  Kim Giang,Kim Giang,Thanh Xuân,Hồ Chí Minh,602927,Tin thường,Phòng trọ Quận Thanh Xuân, 30m,3.3
Song Hành,An Phú,2,Hồ Chí Minh,665071,Tin miễn phí,Cho thuê căn hộ Quận 2, 50m,7
,Thanh Xuân Nam,Thanh Xuân,Hồ Chí Minh,619098,Tin thường,Phòng trọ Quận Thanh Xuân, 35m,3.9
Hòa Bình,Tân Thới Hòa,Tân Phú,Hồ Chí Minh,666903,Tin miễn phí,Phòng trọ Quận Tân Phú, 30m,3.1
Bờ Bao Tân Thắng,Sơn Kỳ,Tân Phú,Hồ Chí Minh,658626,Tin thường,Phòng trọ Quận Tân Phú, 30m,3.8
,13,6,Hồ Chí Minh,658915,Tin thường,Phòng trọ Quận 6, 28m,3.2
641  Hương lộ 2,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,666694,Tin thường,Phòng trọ Quận Bình Tân, 30m,3.5
5 ngách 50 ngõ 322  Mỹ Đình,Mỹ Đình 1,Nam Từ Liêm,Hồ Chí Minh,666892,Tin miễn phí,Phòng trọ Quận Nam Từ Liêm, 35m,4
,9,Phú Nhuận,Hồ Chí Minh,655191,Tin thường,Phòng trọ Quận Phú Nhuận, 20m,3.5
,8,Phú Nhuận,Hồ Chí Minh,648240,Tin thường,Phòng trọ Quận Phú Nhuận, 25m,3.5
,8,Phú Nhuận,Hồ Chí Minh,660686,Tin thường,Phòng trọ Quận Phú Nhuận, 12m,2.7
Nguyễn Sỹ Sách,15,Tân Bình,Hồ Chí Minh,666907,Tin miễn phí,Phòng trọ Quận Tân Bình, 24m,3.5
309  Lê Đức Thọ,17,Gò Vấp,Hồ Chí Minh,666909,Tin thường,Phòng trọ Quận Gò Vấp, 35m,3.2
Nguyễn Thị Thập,Bình Thuận,7,Hồ Chí Minh,666908,Tin thường,Phòng trọ Quận 7, 25m,4.2
Huỳnh Tấn Phát,Bình Thuận,7,Hồ Chí Minh,646028,Tin thường,Phòng trọ Quận 7, 25m,3.7
Yên Thế,2,Tân Bình,Hồ Chí Minh,666906,Tin miễn phí,Phòng trọ Quận Tân Bình, 35m,5.5
48  Lâm Văn Bền,Tân Kiểng,7,Hồ Chí Minh,627218,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 30m,4.5
58  Nguyễn Thị Thập,Tân Quy,7,Hồ Chí Minh,664366,Tin thường,Phòng trọ Quận 7, 35m,5.49
Tôn Thất Thuyết,16,4,Hồ Chí Minh,666910,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 4, 35m,8
Huỳnh Tấn Phát,Tân Thuận Tây,7,Hồ Chí Minh,666911,Tin miễn phí,Phòng trọ Quận 7, 22m,4.2
390  Nguyễn Trãi,Thanh Xuân Trung,Thanh Xuân,Hồ Chí Minh,651586,Tin thường,Phòng trọ Quận Thanh Xuân, 25m,1.65
Lý Phục Man,Tân Quy,7,Hồ Chí Minh,664449,Tin thường,Phòng trọ Quận 7, 40m,4.6
426  Láng,Láng Hạ,Đống Đa,Hồ Chí Minh,646736,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.5
89  Mễ Trì Thượng,Mễ Trì,Nam Từ Liêm,Hồ Chí Minh,663065,Tin thường,Phòng trọ Quận Nam Từ Liêm, 20m,1.7
5 Phố Phố Vọng,Đồng Tâm,Hai Bà Trưng,Hồ Chí Minh,646710,Tin thường,Phòng trọ Quận Hai Bà Trưng, 25m,1.65
97  Trần Phú,Văn Quán,Hà Đông,Hồ Chí Minh,653146,Tin thường,Phòng trọ Quận Hà Đông, 25m,1.8
Phố Xã Đàn,Nam Đồng,Đống Đa,Hồ Chí Minh,660582,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.65
Trần Xuân Soạn,Tân Hưng,7,Hồ Chí Minh,666870,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 20m,12
,Trung Liệt,Đống Đa,Hồ Chí Minh,658071,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.75
Phố Tạ Quang Bửu,Bách Khoa,Hai Bà Trưng,Hồ Chí Minh,649657,Tin thường,Phòng trọ Quận Hai Bà Trưng, 20m,1.8
205  Phan Văn Hân,17,Bình Thạnh,Hồ Chí Minh,665628,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 12m,2.9
Trần Xuân Soạn,Tân Kiểng,7,Hồ Chí Minh,666872,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 40m,12
số 43,Tân Quy,7,Hồ Chí Minh,666873,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 40m,6.5
25  Cách Mạng Tháng Tám,5,Tân Bình,Hồ Chí Minh,666841,Tin thường,Phòng trọ Quận Tân Bình, 25m,3.9
Võ Thị Sáu,6,3,Hồ Chí Minh,666876,Tin miễn phí,Cho thuê căn hộ Quận 3, 100m,11.5
Hoàng Diệu,9,4,Hồ Chí Minh,666877,Tin thường,Phòng trọ Quận 4, 20m,4
Bình Trị Đông,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,663851,Tin thường,Phòng trọ Quận Bình Tân, 35m,4.5
Lâm Hoành,An Lạc A,Bình Tân,Hồ Chí Minh,648330,Tin thường,Phòng trọ Quận Bình Tân, 25m,2.9
Nguyễn Oanh,17,Gò Vấp,Hồ Chí Minh,666878,Tin miễn phí,Phòng trọ Quận Gò Vấp, 24m,3.8
Nguyễn Sỹ Sách,15,Tân Bình,Hồ Chí Minh,666879,Tin miễn phí,Phòng trọ Quận Tân Bình, 24m,3.5
,An Lạc,Bình Tân,Hồ Chí Minh,646503,Tin thường,Phòng trọ Quận Bình Tân, 30m,2.8
,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,636390,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Tân, 35m,4.5
158/90  Phạm Văn Chiêu,9,Gò Vấp,Hồ Chí Minh,614697,Tin thường,Phòng trọ Quận Gò Vấp, 25m,3.5
Vườn Lài,An Phú Đông,12,Hồ Chí Minh,664376,Tin thường,Phòng trọ Quận 12, 80m,1.3
,Tăng Nhơn Phú A,9,Hồ Chí Minh,666880,Tin thường,Phòng trọ Quận 9, 30m,4
Nguyễn Thị Thập,Bình Thuận,7,Hồ Chí Minh,654420,Tin thường,Phòng trọ Quận 7, 35m,6
34/46  Thạnh Xuân 24,Thạnh Xuân,12,Hồ Chí Minh,648643,Tin miễn phí,Phòng trọ Quận 12, 16m,2
41  Đô Đốc Chân,Sơn Kỳ,Tân Phú,Hồ Chí Minh,272109,Tin miễn phí,Phòng trọ Quận Tân Phú, 18m,2.6
Cầu Giấy,Quan Hoa,Cầu Giấy,Hồ Chí Minh,650028,Tin thường,Phòng trọ Quận Cầu Giấy, 20m,1.7
,Trung Hòa,Cầu Giấy,Hồ Chí Minh,648686,Tin thường,Phòng trọ Quận Cầu Giấy, 25m,1.5
Trịnh Đình Thảo,Hòa Thạnh,Tân Phú,Hồ Chí Minh,666912,Tin miễn phí,Cho thuê căn hộ Quận Tân Phú, 70m,10
